Text,Link
978-86-81243-44-2,/wiki/Special:BookSources/978-86-81243-44-2
^,#cite_ref-26
978-1-324-00545-2,/wiki/Special:BookSources/978-1-324-00545-2
cite book,/wiki/Template:Cite_book
link,/wiki/Category:CS1_maint:_location_missing_publisher
^,#cite_ref-27
Martin Sekulić,/wiki/Martin_Sekuli%C4%87
^,#cite_ref-FOOTNOTECarlson201332_28-0
^,#cite_ref-29
"""Tesla Life and Legacy – Tesla's Early Years""",https://www.pbs.org/tesla/ll/ll_early.html
^,#cite_ref-FOOTNOTEO'Neill194433_30-0
^,#cite_ref-31
The complete patents of Nikola Tesla,https://archive.org/details/completepatentso00tesl
1-56619-266-8,/wiki/Special:BookSources/1-56619-266-8
a,#cite_ref-FOOTNOTESeifer2001_32-0
b,#cite_ref-FOOTNOTESeifer2001_32-1
c,#cite_ref-FOOTNOTESeifer2001_32-2
d,#cite_ref-FOOTNOTESeifer2001_32-3
e,#cite_ref-FOOTNOTESeifer2001_32-4
f,#cite_ref-FOOTNOTESeifer2001_32-5
g,#cite_ref-FOOTNOTESeifer2001_32-6
a,#cite_ref-FOOTNOTEO'Neill1944?_33-0
b,#cite_ref-FOOTNOTEO'Neill1944?_33-1
c,#cite_ref-FOOTNOTEO'Neill1944?_33-2
^,#cite_ref-FOOTNOTECarlson201335_34-0
^,#cite_ref-FOOTNOTESeifer200118_35-0
a,#cite_ref-FOOTNOTECarlson201347_36-0
b,#cite_ref-FOOTNOTECarlson201347_36-1
c,#cite_ref-FOOTNOTECarlson201347_36-2
d,#cite_ref-FOOTNOTECarlson201347_36-3
^,#cite_ref-37
Zagreb,/wiki/Zagreb
Adriatic Sea,/wiki/Adriatic_Sea
^,#cite_ref-38
0-88970-113-X,/wiki/Special:BookSources/0-88970-113-X
^,#cite_ref-39
"""NYHOTEL""",http://www.teslasociety.com/nyhotel.htm
^,#cite_ref-40
"""Nikola Tesla: The Genius Who Lit the World""",https://topdocumentaryfilms.com/nikola-tesla-the-genius/
^,#cite_ref-FOOTNOTECarlson201363–64_41-0
a,#cite_ref-FOOTNOTECarlson201370_42-0
b,#cite_ref-FOOTNOTECarlson201370_42-1
^,#cite_ref-FOOTNOTECarlson201369_43-0
^,#cite_ref-FOOTNOTEO'Neill194457–60_44-0
a,#cite_ref-edison.rutgers.edu_tesla_45-0
b,#cite_ref-edison.rutgers.edu_tesla_45-1
c,#cite_ref-edison.rutgers.edu_tesla_45-2
d,#cite_ref-edison.rutgers.edu_tesla_45-3
"""Edison & Tesla – The Edison Papers""",http://edison.rutgers.edu/tesla.htm
^,#cite_ref-46
"American inventors, entrepreneurs & business visionaries",https://books.google.com/books?id=XKiGgl36bkgC
0-8160-4559-3,/wiki/Special:BookSources/0-8160-4559-3
a,#cite_ref-FOOTNOTECarlson201371–73_47-0
b,#cite_ref-FOOTNOTECarlson201371–73_47-1
a,#cite_ref-Notebook_48-0
b,#cite_ref-Notebook_48-1
"Radmilo Ivanković' Dragan Petrović, review of the reprinted ""Nikola Tesla: Notebook from the Edison Machine Works 1884–1885""",https://teslauniverse.com/nikola-tesla/books/nikola-tesla-notebook-edison-machine-works-1884-1885
86-81243-11-X,/wiki/Special:BookSources/86-81243-11-X
^,#cite_ref-FOOTNOTECarlson201372–73_49-0
^,"#cite_ref-FOOTNOTESeifer199625,_34_50-0"
Seifer 1996,#CITEREFSeifer1996
^,#cite_ref-FOOTNOTECarlson201369–73_51-0
a,#cite_ref-Autobiography-1919_52-0
b,#cite_ref-Autobiography-1919_52-1
"""Nikola Tesla,My Inventions: The Autobiography of Nikola Tesla, originally published: 1919, p. 19""",http://www.tfcbooks.com/e-books/my_inventions.pdf
^,#cite_ref-FOOTNOTEO'Neill194464_53-0
^,#cite_ref-54
Pickover 1999,#CITEREFPickover1999
^,#cite_ref-55
^,#cite_ref-FOOTNOTEJonnes2004109–110_56-0
^,#cite_ref-FOOTNOTESeifer199638_57-0
^,#cite_ref-FOOTNOTECarlson201373_58-0
a,#cite_ref-FOOTNOTEJonnes2004110–111_59-0
b,#cite_ref-FOOTNOTEJonnes2004110–111_59-1
^,#cite_ref-FOOTNOTESeifer199841_60-0
Seifer 1998,#CITEREFSeifer1998
^,#cite_ref-FOOTNOTEJonnes2004111_61-0
a,#cite_ref-FOOTNOTECarlson201375_62-0
b,#cite_ref-FOOTNOTECarlson201375_62-1
c,#cite_ref-FOOTNOTECarlson201375_62-2
d,#cite_ref-FOOTNOTECarlson201375_62-3
^,#cite_ref-63
^,#cite_ref-64
"Englewood, New Jersey","/wiki/Englewood,_New_Jersey"
[1],https://patents.google.com/patent/US381968A/en
a,#cite_ref-FOOTNOTECarlson201380_65-0
b,#cite_ref-FOOTNOTECarlson201380_65-1
^,#cite_ref-FOOTNOTECarlson201376–78_66-0
^,#cite_ref-ReferenceB_67-0
"Networks of Power: Electrification in Western Society, 1880–1930",https://books.google.com/books?id=g07Q9M4agp4C&pg=PA117
978-0-8018-4614-4,/wiki/Special:BookSources/978-0-8018-4614-4
^,#cite_ref-68
^,#cite_ref-69
"Robert Bud, Instruments of Science: An Historical Encyclopedia",https://books.google.com/books?id=1AsFdUxOwu8C&pg=PA204
978-0-8153-1561-2,/wiki/Special:BookSources/978-0-8153-1561-2
a,#cite_ref-FOOTNOTEJonnes2004161_70-0
b,#cite_ref-FOOTNOTEJonnes2004161_70-1
^,#cite_ref-71
a,#cite_ref-FOOTNOTECarlson2013105-106_72-0
b,#cite_ref-FOOTNOTECarlson2013105-106_72-1
^,#cite_ref-73
Allen Kent,/wiki/Allen_Kent
The Froehlich/Kent Encyclopedia of Telecommunications: Volume 17,https://books.google.com/books?id=8j5bJ5OkGpgC&pg=PA36
978-0-8247-2915-8,/wiki/Special:BookSources/978-0-8247-2915-8
^,#cite_ref-FOOTNOTEJonnes2004160–162_74-0
^,#cite_ref-FOOTNOTECarlson2013108–111_75-0
a,#cite_ref-inflation-US_76-0
b,#cite_ref-inflation-US_76-1
c,#cite_ref-inflation-US_76-2
d,#cite_ref-inflation-US_76-3
"McCusker, J. J.",/wiki/John_J._McCusker
How Much Is That in Real Money? A Historical Price Index for Use as a Deflator of Money Values in the Economy of the United States: Addenda et Corrigenda,https://www.americanantiquarian.org/proceedings/44525121.pdf
American Antiquarian Society,/wiki/American_Antiquarian_Society
How Much Is That in Real Money? A Historical Price Index for Use as a Deflator of Money Values in the Economy of the United States,https://www.americanantiquarian.org/proceedings/44517778.pdf
"""Consumer Price Index (estimate) 1800–""",https://www.minneapolisfed.org/about-us/monetary-policy/inflation-calculator/consumer-price-index-1800-
^,#cite_ref-FOOTNOTEKlooster2009305_77-0
Klooster 2009,#CITEREFKlooster2009
^,#cite_ref-78
"""William Harris, How did Nikola Tesla change the way we use energy?""",https://science.howstuffworks.com/nikola-tesla.htm#pt2
^,#cite_ref-Munson_79-0
From Edison to Enron: The Business of Power and What It Means for the Future of Electricity,https://archive.org/details/fromedisontoenro00muns_0/page/24
24–42,https://archive.org/details/fromedisontoenro00muns_0/page/24
978-0-275-98740-4,/wiki/Special:BookSources/978-0-275-98740-4
^,#cite_ref-80
^,#cite_ref-81
^,#cite_ref-82
^,#cite_ref-FOOTNOTESeifer199847_83-0
a,#cite_ref-gentlegenius_84-0
b,#cite_ref-gentlegenius_84-1
978-0-87586-506-5,/wiki/Special:BookSources/978-0-87586-506-5
a,#cite_ref-FOOTNOTECarlson2013130_85-0
b,#cite_ref-FOOTNOTECarlson2013130_85-1
c,#cite_ref-FOOTNOTECarlson2013130_85-2
^,#cite_ref-FOOTNOTECarlson2013131_86-0
^,#cite_ref-FOOTNOTEJonnes200429_87-0
^,#cite_ref-88
a,#cite_ref-FOOTNOTEJonnes2004228_89-0
b,#cite_ref-FOOTNOTEJonnes2004228_89-1
^,#cite_ref-FOOTNOTECarlson2013130–131_90-0
^,#cite_ref-FOOTNOTECheney200148–49_91-0
^,#cite_ref-92
^,#cite_ref-93
Google Books,https://books.google.com/books?id=nNA9AQAAMAAJ&q=tesla+patent+1897+%22patent+pool%22&pg=PA50
^,#cite_ref-94
"""Nikola Tesla: Scientific Savant from the Tesla Universe Article Collection""",https://teslauniverse.com/nikola-tesla/articles/nikola-tesla-scientific-savant
Popular Electronics,/wiki/Popular_Electronics
^,#cite_ref-95
^,#cite_ref-96
"""Laboratories in New York (1889–1902)""",https://teslaresearch.jimdo.com/labs-in-new-york-1889-1902/
^,#cite_ref-FOOTNOTECarlson2013120_97-0
^,#cite_ref-FOOTNOTECarlson2013122_98-0
^,#cite_ref-NMFL_99-0
"""Tesla coil""",https://nationalmaglab.org/education/magnet-academy/history-of-electricity-magnetism/museum/tesla-coil-1891
^,#cite_ref-FOOTNOTECarlson2013124_100-0
^,#cite_ref-BurnettOperation_101-0
"""Operation of the Tesla Coil""",http://www.richieburnett.co.uk/operation.html#operation
^,#cite_ref-NYcourts_102-0
"""Naturalization Record of Nikola Tesla, 30 July 1891""",https://www.fold3.com/image/20564444?ann=f3dc7880-a283-11dc-2973-11792d3d4a08
^,#cite_ref-FOOTNOTECarlson2013138_103-0
^,#cite_ref-Uth_104-0
"""Tesla coil""",https://www.pbs.org/tesla/ins/lab_tescoil.html
^,#cite_ref-Tesla1891_105-0
Experiments with Alternate Currents of Very High Frequency and Their Application to Methods of Artificial Illumination,http://www.tfcbooks.com/tesla/1891-05-20.htm
book of the same name by,https://books.google.com/books?id=94eH3rULPy4C
0-8095-0162-7,/wiki/Special:BookSources/0-8095-0162-7
^,#cite_ref-FOOTNOTECarlson2013132_106-0
^,#cite_ref-107
^,#cite_ref-FOOTNOTECarlson2013178–179_108-0
^,#cite_ref-Orton_109-0
^,#cite_ref-110
"""Tesla's Connection to Columbia University""",http://www.teslasociety.com/columbia.pdf
^,#cite_ref-FOOTNOTECarlson2013166_111-0
^,#cite_ref-FOOTNOTECarlson2013167_112-0
^,#cite_ref-113
^,#cite_ref-114
America at the Fair: Chicago's 1893 World's Columbian Exposition,https://books.google.com/books?id=-ErxIGp3QN0C
978-0-7385-2521-1,/wiki/Special:BookSources/978-0-7385-2521-1
^,#cite_ref-115
The World's Columbian Exposition: A Centennial Bibliographic Guide,https://books.google.com/books?id=F6cWRxU9go4C&pg=PR21
978-0-313-26644-7,/wiki/Special:BookSources/978-0-313-26644-7
^,#cite_ref-116
[2],http://www.teslacollection.com/tesla_articles/1919/electrical_experimenter/h_gernsback/the_tesla_egg_of_columbus
^,#cite_ref-FOOTNOTESeifer2001120_117-0
^,#cite_ref-118
[3],https://archive.org/details/inventionsresear00martiala
^,#cite_ref-FOOTNOTECheney200176_119-0
^,#cite_ref-FOOTNOTECheney200179_120-0
^,#cite_ref-121
"Electricity at the Columbian Exposition; Including an Account of the Exhibits in the Electricity Building, the Power Plant in Machinery Hall",https://archive.org/details/electricityatco00barrgoog
268,https://archive.org/details/electricityatco00barrgoog/page/n288
^,#cite_ref-FOOTNOTECarlson2013182_122-0
^,#cite_ref-FOOTNOTECarlson2013181–185_123-0
^,#cite_ref-124
"U.S. Patent 514,169",https://patents.google.com/patent/US514169
^,#cite_ref-FOOTNOTECarlson2013167–173_125-0
^,#cite_ref-FOOTNOTECarlson2013205–206_126-0
^,#cite_ref-127
teslauniverse.com,https://teslauniverse.com/nikola-tesla/articles/mr-teslas-great-loss
^,#cite_ref-128
978-1-934451-92-2,/wiki/Special:BookSources/978-1-934451-92-2
^,#cite_ref-FOOTNOTECheney2001134_129-0
^,#cite_ref-130
online archive,http://anengineersaspect.blogspot.com/2011/07/nikola-tesla-radiography-experiments.html
^,#cite_ref-131
Proceedings of the American Electro-Therapeutic Association,http://www.tfcbooks.com/tesla/1898-11-17.htm
^,#cite_ref-132
0-13-805326-X,/wiki/Special:BookSources/0-13-805326-X
0-471-30932-X,/wiki/Special:BookSources/0-471-30932-X
^,#cite_ref-133
Transactions of the American Electro-therapeutic Association,https://books.google.com/books?id=bUo7vYNkbKQC
a,#cite_ref-Anderson_134-0
b,#cite_ref-Anderson_134-1
0-9636012-8-8,/wiki/Special:BookSources/0-9636012-8-8
^,#cite_ref-135
a,#cite_ref-FOOTNOTEJonnes2004_136-0
b,#cite_ref-FOOTNOTEJonnes2004_136-1
^,#cite_ref-137
Wired for War: The Robotics Revolution and Conflict in the Twenty-first Century,https://books.google.com/books?id=6aStP3Du5cgC&pg=PT50
978-1-4406-8597-2,/wiki/Special:BookSources/978-1-4406-8597-2
^,#cite_ref-138
^,#cite_ref-FOOTNOTECarlson2013127_139-0
a,#cite_ref-earlyradiohistory.us_140-0
b,#cite_ref-earlyradiohistory.us_140-1
c,#cite_ref-earlyradiohistory.us_140-2
"""Nikola Tesla: The Guy Who DIDN'T ""Invent Radio""""",https://earlyradiohistory.us/tesla.htm
^,#cite_ref-141
^,#cite_ref-142
^,#cite_ref-FOOTNOTECarlson2013209_143-0
^,#cite_ref-My_Inventions_144-0
0-910077-00-2,/wiki/Special:BookSources/0-910077-00-2
^,#cite_ref-145
^,#cite_ref-146
^,#cite_ref-FOOTNOTESeifer1996107_147-0
^,#cite_ref-FOOTNOTECarlson201345_148-0
^,#cite_ref-FOOTNOTEUth199992_149-0
Uth 1999,#CITEREFUth1999
^,#cite_ref-150
"""PBS: Tesla – Master of Lightning: Colorado Springs""",https://www.pbs.org/tesla/ll/ll_colspr.html
pbs.org,/wiki/Pbs.org
^,#cite_ref-FOOTNOTECarlson2013264_151-0
a,"#cite_ref-Wireless_Telegraphy_2002,_p._109_152-0"
b,"#cite_ref-Wireless_Telegraphy_2002,_p._109_152-1"
1-893817-01-6,/wiki/Special:BookSources/1-893817-01-6
^,#cite_ref-FOOTNOTECarlson2013255–259_153-0
^,#cite_ref-FOOTNOTECheney2001173_154-0
^,#cite_ref-FOOTNOTECarlson2013290–301_155-0
^,#cite_ref-156
^,#cite_ref-157
"""TESLA'S VIEWS ON ELECTRICITY AND THE WAR""",http://www.tfcbooks.com/tesla/1917-08-00.htm
^,#cite_ref-FOOTNOTECarlson2013301_158-0
^,#cite_ref-FOOTNOTECooper2015165_159-0
Cooper 2015,#CITEREFCooper2015
^,#cite_ref-160
a,#cite_ref-FOOTNOTECarlson2013315_161-0
b,#cite_ref-FOOTNOTECarlson2013315_161-1
c,#cite_ref-FOOTNOTECarlson2013315_161-2
d,#cite_ref-FOOTNOTECarlson2013315_161-3
a,#cite_ref-FOOTNOTESeifer1998220–223_162-0
b,#cite_ref-FOOTNOTESeifer1998220–223_162-1
c,#cite_ref-FOOTNOTESeifer1998220–223_162-2
a,#cite_ref-seifer2006_163-0
b,#cite_ref-seifer2006_163-1
unreliable source?,/wiki/Wikipedia:Reliable_sources
"""Nikola Tesla: The Lost Wizard""",http://teslatech.info/ttmagazine/v4n1/seifer.htm
^,#cite_ref-164
"""Research of Nikola Tesla in Long Island Laboratory""",http://www.teslamemorialsociety.org/info/Research%20of%20Nikola%20Tesla%20in%20Long%20Island%20Laboratory.htm
^,#cite_ref-teslascience.org_165-0
"""Tesla Wardenclyffe Project Update – An Introduction to the Issues""",http://www.teslascience.org/pages/dream.htm
a,#cite_ref-broad1_166-0
b,#cite_ref-broad1_166-1
"""A Battle to Preserve a Visionary's Bold Failure""",https://www.nytimes.com/2009/05/05/science/05tesla.html
^,#cite_ref-teslatech.info_167-0
"""ExtraOrdinary Technology – Vol 4 No 1 – Nikola Tesla: The Lost Wizard""",https://teslatech.info/ttmagazine/v4n1/seifer.htm
^,#cite_ref-168
^,#cite_ref-169
978-0-932813-19-0,/wiki/Special:BookSources/978-0-932813-19-0
^,#cite_ref-170
"Nikola Tesla on His Work with Alternating Currents and Their Application to Wireless Telegraphy, Telephony, and Transmission of Power: An Extended Interview",https://books.google.com/books?id=KRg9HWakBmQC&q=tesla+1908+Wardenclyffe+foreclosed&pg=PA185
978-1-893817-01-2,/wiki/Special:BookSources/978-1-893817-01-2
^,#cite_ref-FOOTNOTECarlson2013373–375_171-0
^,#cite_ref-FOOTNOTECarlson2013371_172-0
^,#cite_ref-FOOTNOTESeifer2001398_173-0
^,#cite_ref-FOOTNOTECarlson2013373_174-0
^,#cite_ref-175
"""[Projekat Rastko] John J. O'Neill: Prodigal Genius – The Life of Nikola Tesla (1944)""",http://www.rastko.rs/istorija/tesla/oniell-tesla.html
^,#cite_ref-FOOTNOTECheneyUthGlenn1999115_176-0
a,#cite_ref-FOOTNOTECarlson2013377_177-0
b,#cite_ref-FOOTNOTECarlson2013377_177-1
^,#cite_ref-FOOTNOTESeifer2001373_178-0
^,#cite_ref-179
^,#cite_ref-180
"""Marconi Wireless Tel. Co. v. United States, 320 U.S. 1 (1943)""",https://supreme.justia.com/cases/federal/us/320/1/
^,#cite_ref-FOOTNOTECarlson2013377-378_181-0
^,#cite_ref-LQsxMxEUC_page_3_182-0
"Jean-Michel Redouté, Michiel Steyaert, EMC of Analog Integrated Circuits",https://books.google.com/books?id=c92LQsxMxEUC&q=British+Court+tesla+radio&pg=PA3
978-90-481-3230-0,/wiki/Special:BookSources/978-90-481-3230-0
^,#cite_ref-183
"Robert Sobot, Wireless Communication Electronics:Introduction to RF Circuits and Design Techniques",https://books.google.com/books?id=SdGaiV6iup0C&q=supreme+court+1943+radio+marconi&pg=PA3
978-1-4614-1116-1,/wiki/Special:BookSources/978-1-4614-1116-1
a,#cite_ref-FOOTNOTECheney2001245_184-0
b,#cite_ref-FOOTNOTECheney2001245_184-1
c,#cite_ref-FOOTNOTECheney2001245_184-2
d,#cite_ref-FOOTNOTECheney2001245_184-3
^,#cite_ref-185
"""The Nobel Prize in Physics 1915""",https://www.nobelprize.org/nobel_prizes/physics/laureates/1915/
^,#cite_ref-186
^,#cite_ref-FOOTNOTESeifer2001378–380_187-0
a,#cite_ref-pg_188-0
b,#cite_ref-pg_188-1
Monkeyshines on Great Inventors,https://books.google.com/books?id=SKOmiByD_X8C
978-1-888325-04-1,/wiki/Special:BookSources/978-1-888325-04-1
^,#cite_ref-189
^,#cite_ref-EdisonMedal_190-0
"""IEEE Edison Medal Recipient List""",https://www.ieee.org/content/dam/ieee-org/ieee/web/org/about/awards/recipients/edison_rl.pdf
^,#cite_ref-eserbia_191-0
"""Culture""",http://www.eserbia.org/culture/lectures/288-nikola-tesla-and-the-serbian-orthodox-church-a-st-sava-s-day-reflection
^,#cite_ref-FOOTNOTECheney2011312_192-0
^,#cite_ref-193
^,#cite_ref-FOOTNOTECarlson2013353_194-0
a,#cite_ref-Gilliams_195-0
b,#cite_ref-Gilliams_195-1
"""Tesla's Plan of Electrically Treating Schoolchildren""",http://www.teslacollection.com/tesla_articles/1912/popular_electricity_magazine/e_leslie_gilliams/tesla_s_plan_of_electrically_treating_school_children
^,#cite_ref-196
^,#cite_ref-197
Lewis Coe (2006).Wireless Radio: A History. McFarland. p. 154,https://books.google.com/books?id=W1JAeg1PiWIC&pg=PA154
978-0-7864-2662-1,/wiki/Special:BookSources/978-0-7864-2662-1
^,#cite_ref-FOOTNOTECheney2001266_198-0
^,#cite_ref-199
"""TESLA PATENT 1,655,114 APPARATUS FOR AERIAL TRANSPORTATION""","https://teslauniverse.com/nikola-tesla-patents-1,655,114-aerial-transportation"
^,#cite_ref-FOOTNOTECheney2001251_200-0
^,#cite_ref-201
"""""Nikola Tesla's Curious Contrivance"" by A.J.S. RAYL Air & Space magazine, September 2006, reprint at History of Flight""",https://www.smithsonianmag.com/air-space-magazine/nikola-teslas-curious-contrivance-10187565/
^,#cite_ref-202
^,#cite_ref-203
^,#cite_ref-FOOTNOTECheneyUthGlenn1999125_204-0
^,#cite_ref-FOOTNOTECarlson2013467-468_205-0
a,#cite_ref-ONeill359_206-0
b,#cite_ref-ONeill359_206-1
c,#cite_ref-ONeill359_206-2
^,#cite_ref-207
"""About Nikola Tesla""",https://web.archive.org/web/20120525133151/http://www.teslasociety.org/about.html
the original,http://www.teslasociety.org/about.html
^,#cite_ref-208
"""Tesla Life and Legacy – Poet and Visionary""",https://www.pbs.org/tesla/ll/ll_poevis.html
^,#cite_ref-209
^,#cite_ref-FOOTNOTEJonnes2004365_210-0
^,#cite_ref-211
a,#cite_ref-Seifer435_212-0
b,#cite_ref-Seifer435_212-1
^,#cite_ref-FOOTNOTECarlson2013379_213-0
^,#cite_ref-214
"""Happy Birthday, Nikola Tesla – A Scientific Rock Star is Born""",http://www.davidjkent-writer.com/2012/07/10/happy-birthday-nikola-tesla-a-scientific-rock-star-is-born/
^,#cite_ref-215
"""Time front cover, Vol XVIII, No. 3""",http://www.teslasociety.com/time.jpg
^,#cite_ref-216
"""Nikola Tesla | 20 July 1931""","https://web.archive.org/web/20070708020011/http://www.time.com/time/covers/0,16641,19310720,00.html"
the original,"http://www.time.com/time/covers/0,16641,19310720,00.html"
^,#cite_ref-FOOTNOTECheney2001151_217-0
a,#cite_ref-FOOTNOTECarlson2013380–382_218-0
b,#cite_ref-FOOTNOTECarlson2013380–382_218-1
c,#cite_ref-FOOTNOTECarlson2013380–382_218-2
d,#cite_ref-FOOTNOTECarlson2013380–382_218-3
^,#cite_ref-219
^,#cite_ref-220
a,#cite_ref-seifer1_221-0
b,#cite_ref-seifer1_221-1
"""Tesla's ""Death Ray"" Machine""",http://www.bibliotecapleyades.net/tesla/esp_tesla_2.htm
^,#cite_ref-222
^,#cite_ref-pmnyt1940_223-0
"""Did the U.S. Government Really Steal Nikola Tesla's Research Papers?""",https://www.popularmechanics.com/science/energy/a44197280/did-the-us-government-steal-nikola-teslas-research/
Popular Mechanics,/wiki/Popular_Mechanics
^,#cite_ref-FOOTNOTECarlson2013382_224-0
^,#cite_ref-FOOTNOTESeifer1998454_225-0
^,#cite_ref-226
^,#cite_ref-227
"""Tesla's ""death ray"" machine""",http://www.bibliotecapleyades.net/tesla/esp_tesla_2.htm
a,#cite_ref-ReferenceA_228-0
b,#cite_ref-ReferenceA_228-1
^,#cite_ref-FOOTNOTECarlson2013380_229-0
^,#cite_ref-FOOTNOTECarlson2013389_230-0
^,#cite_ref-autogeneratedll_231-0
"""The Missing Papers""",https://www.pbs.org/tesla/ll/ll_mispapers.html
^,#cite_ref-232
Childress 1993,#CITEREFChildress1993
^,#cite_ref-233
"""Urn with Tesla's ashes""",https://web.archive.org/web/20120825230422/http://www.tesla-museum.org/meni_en/muzej/3.htm
the original,http://www.tesla-museum.org/meni_en/muzej/3.htm
a,#cite_ref-sarboh_234-0
b,#cite_ref-sarboh_234-1
"""Nikola Tesla's Patents""",https://web.archive.org/web/20071030134331/http://www.tesla-symp06.org/papers/Tesla-Symp06_Sarboh.pdf
the original,http://www.tesla-symp06.org/papers/Tesla-Symp06_Sarboh.pdf
^,#cite_ref-FOOTNOTECheney200162_235-0
a,#cite_ref-brisbane1_236-0
b,#cite_ref-brisbane1_236-1
c,#cite_ref-brisbane1_236-2
^,#cite_ref-FOOTNOTEO'Neill1944292_237-0
a,#cite_ref-FOOTNOTEO'Neill1944289_238-0
b,#cite_ref-FOOTNOTEO'Neill1944289_238-1
a,#cite_ref-FOOTNOTECheney200133_239-0
b,#cite_ref-FOOTNOTECheney200133_239-1
c,#cite_ref-FOOTNOTECheney200133_239-2
d,#cite_ref-FOOTNOTECheney200133_239-3
e,#cite_ref-FOOTNOTECheney200133_239-4
f,#cite_ref-FOOTNOTECheney200133_239-5
^,#cite_ref-FOOTNOTEO'Neill1944282_240-0
^,#cite_ref-FOOTNOTECheneyUthGlenn1999Preface_241-0
^,#cite_ref-242
978-1-118-04702-6,/wiki/Special:BookSources/978-1-118-04702-6
^,#cite_ref-FOOTNOTECheney200180_243-0
a,#cite_ref-teslasociety1_244-0
b,#cite_ref-teslasociety1_244-1
"""Famous Friends""",http://www.teslasociety.com/famousfriends.htm
^,#cite_ref-245
"""Stanford White""",http://www.teslasociety.com/stanford.htm
^,#cite_ref-246
Papers 1891–1982,https://web.archive.org/web/20120505004025/http://americanhistory.si.edu/archives/d8047.htm
the original,http://americanhistory.si.edu/archives/d8047.htm
^,#cite_ref-247
"""Tribute to Nikola Tesla""",http://www.teslasociety.com/posterbook.htm
^,#cite_ref-248
"""Nikola Tesla at Wardenclyffe""",http://www.teslasociety.com/warden.htm
^,#cite_ref-249
"""Nikola Tesla: The patron saint of geeks?""",https://www.bbc.co.uk/news/magazine-19503846
^,#cite_ref-250
^,#cite_ref-251
Swami Vivekananda: A Contemporary Reader edited by Makarand R. Paranjape,https://books.google.com/books?id=30PeCQAAQBAJ&q=tesla+Vivekananda&pg=PT24
978-1-317-44636-1,/wiki/Special:BookSources/978-1-317-44636-1
^,#cite_ref-252
"""Nikola Tesla and Swami Vivekananda""",https://www.teslasociety.com/tesla_and_swami.htm
^,#cite_ref-253
"""The Influence Vedic Philosophy Had on Nikola Tesla's Idea of Free Energy – SAND""",https://www.scienceandnonduality.com/article/the-influence-vedic-philosophy-had-on-nikola-teslas-idea-of-free-energy
^,#cite_ref-254
"""(PDF) Tesla (1930)-Man's Greatest Achievement.pdf""",https://dokumen.tips/documents/tesla-1930-mans-greatest-achievementpdf.html
^,#cite_ref-255
^,#cite_ref-256
^,#cite_ref-FOOTNOTECheney2001110_257-0
^,#cite_ref-lifeEdison_258-0
978-1-59986-216-3,/wiki/Special:BookSources/978-1-59986-216-3
^,#cite_ref-FOOTNOTEO'Neill194446_259-0
a,#cite_ref-FOOTNOTESeifer2001413_260-0
b,#cite_ref-FOOTNOTESeifer2001413_260-1
c,#cite_ref-FOOTNOTESeifer2001413_260-2
^,"#cite_ref-FOOTNOTEO'Neill194443,_301_261-0"
^,#cite_ref-FOOTNOTEO'Neill1944208_262-0
^,"#cite_ref-FOOTNOTEO'Neill1944283,_286_263-0"
^,#cite_ref-264
"""Reconciling the Visionary with the Inventor Wizard: The Life and Times of Nikola Tesla""",https://www.technologyreview.com/1997/11/01/237150/reconciling-the-visionary-with-the-inventor/
^,#cite_ref-FOOTNOTEO'Neill1944249_265-0
^,#cite_ref-266
"""The Prophet of Science Looks Into The Future,"" Popular Science November 1928, p. 171",https://books.google.com/books?id=tCcDAAAAMBAJ&pg=PA171
^,#cite_ref-267
a,#cite_ref-FOOTNOTEO'Neill1944247_268-0
b,#cite_ref-FOOTNOTEO'Neill1944247_268-1
^,#cite_ref-269
^,#cite_ref-270
"""Tesla, 79, Promises to Transmit Force""",http://teslaresearch.jimdofree.com/articles-interviews/tesla-79-promises-to-transmit-force-new-york-times-july-11-1935/
^,#cite_ref-271
Prepared Statement by Nikola Tesla,http://www.tesla.hu/tesla/articles/19370710.doc
Archived,https://web.archive.org/web/20110724105436/http://www.tesla.hu/tesla/articles/19370710.doc
Wayback Machine,/wiki/Wayback_Machine
http://www.tesla.hu,http://www.tesla.hu
Archived,https://web.archive.org/web/20181225022943/http://tesla.hu/
^,#cite_ref-FOOTNOTECheney2001309_272-0
^,#cite_ref-FOOTNOTEJonnes2004154_273-0
^,#cite_ref-274
978-987-651-009-7,/wiki/Special:BookSources/978-987-651-009-7
^,#cite_ref-275
"""A Machine to End War""",https://www.pbs.org/tesla/res/res_art11.html
^,#cite_ref-276
When woman is boss,http://www.tfcbooks.com/tesla/1926-01-30.htm
Colliers,/wiki/Collier%27s_Weekly
^,#cite_ref-277
"""Science and Discovery are the great Forces which will lead to the Consummation of the War""",http://www.rastko.rs/rastko/delo/10832
a,#cite_ref-Viereck1937_278-0
b,#cite_ref-Viereck1937_278-1
^,#cite_ref-279
"""Nikola Tesla Bibliography""",http://www.tfcbooks.com/tesla/bibliography.htm
^,#cite_ref-280
"""Selected Tesla writings""",https://web.archive.org/web/20090130031901/http://tfcbooks.com/tesla/contents.htm
the original,http://www.tfcbooks.com/tesla/contents.htm
^,#cite_ref-281
"""THE PROBLEM OF INCREASING HUMAN ENERGY""",http://www.tfcbooks.com/tesla/1900-06-00.htm
^,#cite_ref-282
